,timestamp,tag,type,description
0,2024-05-01 00:03:50,FIR123,H,FLW COND CW HIGH ALM
1,2024-05-01 00:04:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2,2024-05-01 00:04:40,FIR123,L,FLW COND CW LOW ALM
3,2024-05-01 00:05:00,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
4,2024-05-01 00:07:40,FIR123,H,FLW COND CW HIGH ALM
5,2024-05-01 00:08:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6,2024-05-01 00:09:00,FIR123,L,FLW COND CW LOW ALM
7,2024-05-01 00:09:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
8,2024-05-01 00:09:30,FIR123,L,FLW COND CW LOW ALM
9,2024-05-01 00:09:40,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
10,2024-05-01 00:12:30,FIR123,H,FLW COND CW HIGH ALM
11,2024-05-01 00:12:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
12,2024-05-01 00:15:10,FIR123,L,FLW COND CW LOW ALM
13,2024-05-01 00:15:20,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
14,2024-05-01 00:17:30,FIR123,H,FLW COND CW HIGH ALM
15,2024-05-01 00:17:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
16,2024-05-01 00:18:20,FIR123,H,FLW COND CW HIGH ALM
17,2024-05-01 00:18:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
18,2024-05-01 00:18:40,FIR123,H,FLW COND CW HIGH ALM
19,2024-05-01 00:18:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
20,2024-05-01 00:20:30,FIR123,L,FLW COND CW LOW ALM
21,2024-05-01 00:20:40,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
22,2024-05-01 00:21:00,FIR123,L,FLW COND CW LOW ALM
23,2024-05-01 00:21:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
24,2024-05-01 00:21:30,FIR123,L,FLW COND CW LOW ALM
25,2024-05-01 00:21:40,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
26,2024-05-01 00:23:20,FIR123,H,FLW COND CW HIGH ALM
27,2024-05-01 00:23:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
28,2024-05-01 00:23:50,FIR123,H,FLW COND CW HIGH ALM
29,2024-05-01 00:24:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
30,2024-05-01 00:28:20,FIR123,H,FLW COND CW HIGH ALM
31,2024-05-01 00:28:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
32,2024-05-01 00:29:10,FIR123,H,FLW COND CW HIGH ALM
33,2024-05-01 00:29:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
34,2024-05-01 00:30:10,TIR123,H,TEMP COND CWS HIGH ALM
35,2024-05-01 00:30:50,FIR123,H,FLW COND CW HIGH ALM
36,2024-05-01 00:31:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
37,2024-05-01 00:31:40,FIR123,H,FLW COND CW HIGH ALM
38,2024-05-01 00:31:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
39,2024-05-01 00:32:00,FIR123,H,FLW COND CW HIGH ALM
40,2024-05-01 00:32:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
41,2024-05-01 00:32:30,FIR123,H,FLW COND CW HIGH ALM
42,2024-05-01 00:32:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
43,2024-05-01 00:33:00,FIR123,H,FLW COND CW HIGH ALM
44,2024-05-01 00:33:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
45,2024-05-01 00:33:50,FIR123,H,FLW COND CW HIGH ALM
46,2024-05-01 00:34:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
47,2024-05-01 00:34:10,FIR123,H,FLW COND CW HIGH ALM
48,2024-05-01 00:34:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
49,2024-05-01 00:34:50,FIR123,H,FLW COND CW HIGH ALM
50,2024-05-01 00:36:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
51,2024-05-01 00:36:10,AIR103_2,H,C FEED B CONC HIGH ALM
52,2024-05-01 00:36:20,FIR123,H,FLW COND CW HIGH ALM
53,2024-05-01 00:38:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
54,2024-05-01 00:38:20,FIR123,H,FLW COND CW HIGH ALM
55,2024-05-01 00:38:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
56,2024-05-01 00:39:00,FIR123,H,FLW COND CW HIGH ALM
57,2024-05-01 00:39:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
58,2024-05-01 00:39:20,FIR123,H,FLW COND CW HIGH ALM
59,2024-05-01 00:40:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
60,2024-05-01 00:40:20,FIR123,H,FLW COND CW HIGH ALM
61,2024-05-01 00:40:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
62,2024-05-01 00:42:00,FIR123,H,FLW COND CW HIGH ALM
63,2024-05-01 00:42:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
64,2024-05-01 00:43:00,FIR123,H,FLW COND CW HIGH ALM
65,2024-05-01 00:43:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
66,2024-05-01 00:44:10,FIR123,H,FLW COND CW HIGH ALM
67,2024-05-01 00:44:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
68,2024-05-01 00:44:30,FIR123,H,FLW COND CW HIGH ALM
69,2024-05-01 00:45:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
70,2024-05-01 00:45:40,FIR123,H,FLW COND CW HIGH ALM
71,2024-05-01 00:45:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
72,2024-05-01 00:46:00,FIR123,H,FLW COND CW HIGH ALM
73,2024-05-01 00:46:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
