,timestamp,tag,type,description
0,2024-05-01 00:03:40,FIR123,L,FLW COND CW LOW ALM
1,2024-05-01 00:03:50,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
2,2024-05-01 00:06:50,FIR123,H,FLW COND CW HIGH ALM
3,2024-05-01 00:07:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
4,2024-05-01 00:08:00,FIR123,L,FLW COND CW LOW ALM
5,2024-05-01 00:08:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
6,2024-05-01 00:09:10,FIR123,L,FLW COND CW LOW ALM
7,2024-05-01 00:09:20,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
8,2024-05-01 00:10:30,FIR123,H,FLW COND CW HIGH ALM
9,2024-05-01 00:10:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
10,2024-05-01 00:11:10,FIR123,L,FLW COND CW LOW ALM
11,2024-05-01 00:11:20,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
12,2024-05-01 00:18:10,FIR123,H,FLW COND CW HIGH ALM
13,2024-05-01 00:18:20,FIR123,L,FLW COND CW LOW ALM
14,2024-05-01 00:18:40,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
15,2024-05-01 00:18:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
16,2024-05-01 00:21:00,FIR123,H,FLW COND CW HIGH ALM
17,2024-05-01 00:21:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
18,2024-05-01 00:22:30,FIR123,H,FLW COND CW HIGH ALM
19,2024-05-01 00:22:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
20,2024-05-01 00:23:10,FIR123,H,FLW COND CW HIGH ALM
21,2024-05-01 00:23:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
22,2024-05-01 00:28:50,FIR123,H,FLW COND CW HIGH ALM
23,2024-05-01 00:29:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
24,2024-05-01 00:32:40,FIR123,H,FLW COND CW HIGH ALM
25,2024-05-01 00:32:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
26,2024-05-01 00:45:10,FIR123,L,FLW COND CW LOW ALM
27,2024-05-01 00:45:20,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
28,2024-05-01 00:45:50,FIR123,L,FLW COND CW LOW ALM
29,2024-05-01 00:46:00,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
30,2024-05-01 00:47:30,FIR123,H,FLW COND CW HIGH ALM
31,2024-05-01 00:47:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
32,2024-05-01 00:48:00,FIR123,H,FLW COND CW HIGH ALM
33,2024-05-01 00:48:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
34,2024-05-01 00:49:00,FIR123,H,FLW COND CW HIGH ALM
35,2024-05-01 00:49:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
36,2024-05-01 00:51:00,FIR123,H,FLW COND CW HIGH ALM
37,2024-05-01 00:51:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
38,2024-05-01 00:52:30,FIR123,H,FLW COND CW HIGH ALM
39,2024-05-01 00:52:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
40,2024-05-01 00:55:40,FIR123,H,FLW COND CW HIGH ALM
41,2024-05-01 00:56:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
42,2024-05-01 00:58:30,FIR123,L,FLW COND CW LOW ALM
43,2024-05-01 00:58:50,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
44,2024-05-01 01:00:10,AIR001_3,H,REACT FEED C CONC HIGH ALM
45,2024-05-01 01:00:10,AIR003_3,H,PURGE C CONC HIGH ALM
46,2024-05-01 01:01:10,FIR123,H,FLW COND CW HIGH ALM
47,2024-05-01 01:01:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
48,2024-05-01 01:14:00,FIR123,L,FLW COND CW LOW ALM
49,2024-05-01 01:14:10,FIR123,H,FLW COND CW HIGH ALM
50,2024-05-01 01:14:20,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
51,2024-05-01 01:14:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
52,2024-05-01 01:15:50,FIR123,H,FLW COND CW HIGH ALM
53,2024-05-01 01:16:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
54,2024-05-01 01:17:40,FIR123,H,FLW COND CW HIGH ALM
55,2024-05-01 01:17:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
56,2024-05-01 01:21:30,FIR123,H,FLW COND CW HIGH ALM
57,2024-05-01 01:21:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
58,2024-05-01 01:23:40,FIR123,H,FLW COND CW HIGH ALM
59,2024-05-01 01:23:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
60,2024-05-01 01:32:20,FIR123,H,FLW COND CW HIGH ALM
61,2024-05-01 01:32:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
62,2024-05-01 01:33:20,FIR123,H,FLW COND CW HIGH ALM
63,2024-05-01 01:33:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
64,2024-05-01 01:35:00,FIR123,H,FLW COND CW HIGH ALM
65,2024-05-01 01:35:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
66,2024-05-01 01:36:00,FIR123,H,FLW COND CW HIGH ALM
67,2024-05-01 01:36:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
68,2024-05-01 01:42:10,AIR001_1,L,REACT FEED A CONC LOW ALM
69,2024-05-01 01:42:10,AIR003_1,L,PURGE A CONC LOW ALM
70,2024-05-01 01:52:10,FIR123,H,FLW COND CW HIGH ALM
71,2024-05-01 01:52:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
72,2024-05-01 01:52:30,FIR123,H,FLW COND CW HIGH ALM
73,2024-05-01 01:52:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
74,2024-05-01 01:53:30,FIR123,H,FLW COND CW HIGH ALM
75,2024-05-01 01:53:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
76,2024-05-01 01:57:20,FIR123,H,FLW COND CW HIGH ALM
77,2024-05-01 01:57:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
78,2024-05-01 01:58:30,FIR123,H,FLW COND CW HIGH ALM
79,2024-05-01 01:58:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
80,2024-05-01 02:01:10,FIR123,H,FLW COND CW HIGH ALM
81,2024-05-01 02:01:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
82,2024-05-01 02:04:10,FIR123,H,FLW COND CW HIGH ALM
83,2024-05-01 02:04:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
84,2024-05-01 02:04:50,FIR123,H,FLW COND CW HIGH ALM
85,2024-05-01 02:05:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
86,2024-05-01 02:06:10,FIR123,H,FLW COND CW HIGH ALM
87,2024-05-01 02:06:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
88,2024-05-01 02:06:30,FIR123,H,FLW COND CW HIGH ALM
89,2024-05-01 02:06:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
90,2024-05-01 02:08:00,FIR123,L,FLW COND CW LOW ALM
91,2024-05-01 02:08:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
92,2024-05-01 02:10:00,FIR123,H,FLW COND CW HIGH ALM
93,2024-05-01 02:10:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
94,2024-05-01 02:11:20,FIR123,H,FLW COND CW HIGH ALM
95,2024-05-01 02:11:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
96,2024-05-01 02:12:40,FIR123,H,FLW COND CW HIGH ALM
97,2024-05-01 02:13:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
98,2024-05-01 02:13:20,FIR123,H,FLW COND CW HIGH ALM
99,2024-05-01 02:13:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
100,2024-05-01 02:14:00,FIR123,H,FLW COND CW HIGH ALM
101,2024-05-01 02:14:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
102,2024-05-01 02:15:00,AIR002_2,H,SEP UFLW E CONC HIGH ALM
103,2024-05-01 02:17:00,FIR123,H,FLW COND CW HIGH ALM
104,2024-05-01 02:17:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
105,2024-05-01 02:17:40,FIR123,H,FLW COND CW HIGH ALM
106,2024-05-01 02:17:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
107,2024-05-01 02:19:30,FIR123,H,FLW COND CW HIGH ALM
108,2024-05-01 02:19:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
109,2024-05-01 02:20:10,FIR123,H,FLW COND CW HIGH ALM
110,2024-05-01 02:20:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
111,2024-05-01 02:22:50,FIR123,H,FLW COND CW HIGH ALM
112,2024-05-01 02:23:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
113,2024-05-01 02:26:00,FIR123,H,FLW COND CW HIGH ALM
114,2024-05-01 02:26:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
115,2024-05-01 02:28:30,FIR123,H,FLW COND CW HIGH ALM
116,2024-05-01 02:28:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
117,2024-05-01 02:28:50,FIR123,H,FLW COND CW HIGH ALM
118,2024-05-01 02:29:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
119,2024-05-01 02:31:20,FIR123,H,FLW COND CW HIGH ALM
120,2024-05-01 02:31:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
121,2024-05-01 02:32:30,FIR123,H,FLW COND CW HIGH ALM
122,2024-05-01 02:33:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
123,2024-05-01 02:35:00,FIR123,L,FLW COND CW LOW ALM
124,2024-05-01 02:35:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
125,2024-05-01 02:36:10,AIR001_6,L,REACT FEED F CONC LOW ALM
126,2024-05-01 02:37:20,FIR123,H,FLW COND CW HIGH ALM
127,2024-05-01 02:38:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
128,2024-05-01 02:38:30,FIR123,H,FLW COND CW HIGH ALM
129,2024-05-01 02:40:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
130,2024-05-01 02:40:30,FIR123,H,FLW COND CW HIGH ALM
131,2024-05-01 02:40:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
132,2024-05-01 02:41:40,FIR123,H,FLW COND CW HIGH ALM
133,2024-05-01 02:41:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
134,2024-05-01 02:42:10,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
135,2024-05-01 02:42:40,FIR123,H,FLW COND CW HIGH ALM
136,2024-05-01 02:42:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
137,2024-05-01 02:43:00,FIR123,H,FLW COND CW HIGH ALM
138,2024-05-01 02:43:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
139,2024-05-01 02:46:10,FIR123,H,FLW COND CW HIGH ALM
140,2024-05-01 02:46:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
141,2024-05-01 02:47:10,FIR123,H,FLW COND CW HIGH ALM
142,2024-05-01 02:47:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
143,2024-05-01 02:47:30,FIR123,H,FLW COND CW HIGH ALM
144,2024-05-01 02:47:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
145,2024-05-01 02:48:10,AIR001_6,L,REACT FEED F CONC LOW ALM
146,2024-05-01 02:49:00,FIR123,H,FLW COND CW HIGH ALM
147,2024-05-01 02:49:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
148,2024-05-01 02:50:30,FIR123,H,FLW COND CW HIGH ALM
149,2024-05-01 02:50:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
150,2024-05-01 02:51:20,FIR123,H,FLW COND CW HIGH ALM
151,2024-05-01 02:51:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
152,2024-05-01 02:51:50,FIR123,H,FLW COND CW HIGH ALM
153,2024-05-01 02:52:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
154,2024-05-01 02:52:30,FIR123,H,FLW COND CW HIGH ALM
155,2024-05-01 02:52:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
156,2024-05-01 02:54:00,FIR123,H,FLW COND CW HIGH ALM
157,2024-05-01 02:54:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
158,2024-05-01 02:54:20,FIR123,H,FLW COND CW HIGH ALM
159,2024-05-01 02:54:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
160,2024-05-01 02:54:50,FIR123,H,FLW COND CW HIGH ALM
161,2024-05-01 02:55:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
162,2024-05-01 02:55:30,FIR123,H,FLW COND CW HIGH ALM
163,2024-05-01 02:56:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
164,2024-05-01 02:58:00,FIR123,H,FLW COND CW HIGH ALM
165,2024-05-01 02:58:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
166,2024-05-01 02:58:50,FIR123,H,FLW COND CW HIGH ALM
167,2024-05-01 02:59:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
168,2024-05-01 02:59:40,FIR123,H,FLW COND CW HIGH ALM
169,2024-05-01 03:00:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
170,2024-05-01 03:00:10,AIR001_2,L,REACT FEED B CONC LOW ALM
171,2024-05-01 03:01:50,FIR123,H,FLW COND CW HIGH ALM
172,2024-05-01 03:02:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
173,2024-05-01 03:02:50,FIR123,H,FLW COND CW HIGH ALM
174,2024-05-01 03:03:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
175,2024-05-01 03:03:20,FIR123,H,FLW COND CW HIGH ALM
176,2024-05-01 03:03:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
177,2024-05-01 03:03:50,FIR123,H,FLW COND CW HIGH ALM
178,2024-05-01 03:04:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
179,2024-05-01 03:04:50,FIR123,H,FLW COND CW HIGH ALM
180,2024-05-01 03:05:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
181,2024-05-01 03:05:20,FIR123,H,FLW COND CW HIGH ALM
182,2024-05-01 03:05:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
183,2024-05-01 03:06:00,FIR123,H,FLW COND CW HIGH ALM
184,2024-05-01 03:06:10,AIR001_2,L NR,REACT FEED B CONC LOW ALM RECOVERED
185,2024-05-01 03:06:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
186,2024-05-01 03:07:20,FIR123,H,FLW COND CW HIGH ALM
187,2024-05-01 03:07:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
188,2024-05-01 03:08:00,FIR123,H,FLW COND CW HIGH ALM
189,2024-05-01 03:08:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
190,2024-05-01 03:08:20,FIR123,H,FLW COND CW HIGH ALM
191,2024-05-01 03:08:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
192,2024-05-01 03:09:10,FIR123,H,FLW COND CW HIGH ALM
193,2024-05-01 03:09:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
194,2024-05-01 03:10:10,FIR123,H,FLW COND CW HIGH ALM
195,2024-05-01 03:10:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
196,2024-05-01 03:10:40,FIR123,H,FLW COND CW HIGH ALM
197,2024-05-01 03:10:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
198,2024-05-01 03:11:00,FIR123,H,FLW COND CW HIGH ALM
199,2024-05-01 03:11:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
200,2024-05-01 03:11:40,FIR123,H,FLW COND CW HIGH ALM
201,2024-05-01 03:11:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
202,2024-05-01 03:12:00,FIR123,H,FLW COND CW HIGH ALM
203,2024-05-01 03:12:10,AIR001_4,H,REACT FEED D CONC HIGH ALM
204,2024-05-01 03:12:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
205,2024-05-01 03:12:40,FIR123,H,FLW COND CW HIGH ALM
206,2024-05-01 03:13:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
207,2024-05-01 03:13:20,FIR123,H,FLW COND CW HIGH ALM
208,2024-05-01 03:13:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
209,2024-05-01 03:14:10,FIR123,H,FLW COND CW HIGH ALM
210,2024-05-01 03:14:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
211,2024-05-01 03:14:30,FIR123,H,FLW COND CW HIGH ALM
212,2024-05-01 03:14:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
213,2024-05-01 03:15:00,FIR123,H,FLW COND CW HIGH ALM
214,2024-05-01 03:15:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
215,2024-05-01 03:15:20,FIR123,H,FLW COND CW HIGH ALM
216,2024-05-01 03:15:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
217,2024-05-01 03:16:30,FIR123,H,FLW COND CW HIGH ALM
218,2024-05-01 03:16:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
219,2024-05-01 03:16:50,FIR123,H,FLW COND CW HIGH ALM
220,2024-05-01 03:17:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
221,2024-05-01 03:17:10,FIR123,H,FLW COND CW HIGH ALM
222,2024-05-01 03:17:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
223,2024-05-01 03:18:10,AIR001_2,L,REACT FEED B CONC LOW ALM
224,2024-05-01 03:18:10,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED
225,2024-05-01 03:18:20,FIR123,H,FLW COND CW HIGH ALM
226,2024-05-01 03:18:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
227,2024-05-01 03:19:00,FIR123,H,FLW COND CW HIGH ALM
228,2024-05-01 03:20:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
229,2024-05-01 03:20:10,FIR123,H,FLW COND CW HIGH ALM
230,2024-05-01 03:20:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
231,2024-05-01 03:21:00,FIR123,H,FLW COND CW HIGH ALM
232,2024-05-01 03:21:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
233,2024-05-01 03:21:30,FIR123,H,FLW COND CW HIGH ALM
234,2024-05-01 03:22:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
235,2024-05-01 03:23:10,FIR123,H,FLW COND CW HIGH ALM
236,2024-05-01 03:23:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
237,2024-05-01 03:24:10,FIR123,H,FLW COND CW HIGH ALM
238,2024-05-01 03:24:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
239,2024-05-01 03:24:30,FIR123,H,FLW COND CW HIGH ALM
240,2024-05-01 03:25:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
241,2024-05-01 03:25:10,FIR123,H,FLW COND CW HIGH ALM
242,2024-05-01 03:25:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
243,2024-05-01 03:26:10,FIR123,H,FLW COND CW HIGH ALM
244,2024-05-01 03:26:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
245,2024-05-01 03:26:50,FIR123,H,FLW COND CW HIGH ALM
246,2024-05-01 03:27:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
247,2024-05-01 03:27:30,FIR123,H,FLW COND CW HIGH ALM
248,2024-05-01 03:27:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
249,2024-05-01 03:28:20,FIR123,H,FLW COND CW HIGH ALM
250,2024-05-01 03:28:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
251,2024-05-01 03:29:00,FIR123,H,FLW COND CW HIGH ALM
252,2024-05-01 03:29:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
253,2024-05-01 03:29:30,FIR123,H,FLW COND CW HIGH ALM
254,2024-05-01 03:30:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
255,2024-05-01 03:31:20,FIR123,H,FLW COND CW HIGH ALM
256,2024-05-01 03:32:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
257,2024-05-01 03:32:50,FIR123,H,FLW COND CW HIGH ALM
258,2024-05-01 03:33:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
259,2024-05-01 03:33:50,FIR123,H,FLW COND CW HIGH ALM
260,2024-05-01 03:34:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
261,2024-05-01 03:35:20,FIR123,H,FLW COND CW HIGH ALM
262,2024-05-01 03:35:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
263,2024-05-01 03:35:50,FIR123,H,FLW COND CW HIGH ALM
264,2024-05-01 03:36:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
265,2024-05-01 03:36:10,AIR001_5,H,REACT FEED E CONC HIGH ALM
266,2024-05-01 03:36:10,AIR003_4,H,PURGE D CONC HIGH ALM
267,2024-05-01 03:36:20,FIR123,H,FLW COND CW HIGH ALM
268,2024-05-01 03:37:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
269,2024-05-01 03:37:30,FIR123,H,FLW COND CW HIGH ALM
270,2024-05-01 03:37:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
271,2024-05-01 03:37:50,FIR123,H,FLW COND CW HIGH ALM
272,2024-05-01 03:38:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
273,2024-05-01 03:38:20,FIR123,H,FLW COND CW HIGH ALM
274,2024-05-01 03:38:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
275,2024-05-01 03:38:50,FIR123,H,FLW COND CW HIGH ALM
276,2024-05-01 03:39:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
277,2024-05-01 03:40:00,FIR123,H,FLW COND CW HIGH ALM
278,2024-05-01 03:40:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
279,2024-05-01 03:40:40,FIR123,H,FLW COND CW HIGH ALM
280,2024-05-01 03:40:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
281,2024-05-01 03:41:20,FIR123,H,FLW COND CW HIGH ALM
282,2024-05-01 03:42:10,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED
283,2024-05-01 03:43:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
284,2024-05-01 03:43:30,FIR123,H,FLW COND CW HIGH ALM
285,2024-05-01 03:43:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
286,2024-05-01 03:44:00,FIR123,H,FLW COND CW HIGH ALM
287,2024-05-01 03:45:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
288,2024-05-01 03:45:30,FIR123,H,FLW COND CW HIGH ALM
289,2024-05-01 03:46:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
290,2024-05-01 03:46:30,FIR123,H,FLW COND CW HIGH ALM
