,timestamp,tag,type,description
0,2024-05-01 00:09:40,FIR123,H,FLW COND CW HIGH ALM
1,2024-05-01 00:09:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2,2024-05-01 00:16:10,FIR123,H,FLW COND CW HIGH ALM
3,2024-05-01 00:16:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
4,2024-05-01 00:17:10,FIR123,H,FLW COND CW HIGH ALM
5,2024-05-01 00:17:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6,2024-05-01 00:18:50,FIR123,L,FLW COND CW LOW ALM
7,2024-05-01 00:19:00,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
8,2024-05-01 00:19:50,FIR123,L,FLW COND CW LOW ALM
9,2024-05-01 00:20:00,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
10,2024-05-01 00:20:40,FIR123,L,FLW COND CW LOW ALM
11,2024-05-01 00:20:50,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
12,2024-05-01 00:24:30,FIR123,H,FLW COND CW HIGH ALM
13,2024-05-01 00:24:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
14,2024-05-01 00:32:40,FIR123,H,FLW COND CW HIGH ALM
15,2024-05-01 00:32:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
16,2024-05-01 00:35:10,FIR123,L,FLW COND CW LOW ALM
17,2024-05-01 00:35:30,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
18,2024-05-01 00:37:10,FIR123,H,FLW COND CW HIGH ALM
19,2024-05-01 00:37:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
20,2024-05-01 00:38:00,FIR123,H,FLW COND CW HIGH ALM
21,2024-05-01 00:38:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
22,2024-05-01 00:38:40,FIR123,H,FLW COND CW HIGH ALM
23,2024-05-01 00:39:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
24,2024-05-01 00:42:00,FIR123,L,FLW COND CW LOW ALM
25,2024-05-01 00:42:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
26,2024-05-01 00:44:10,FIR123,H,FLW COND CW HIGH ALM
27,2024-05-01 00:44:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
28,2024-05-01 00:45:20,FIR123,L,FLW COND CW LOW ALM
29,2024-05-01 00:45:30,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
30,2024-05-01 00:49:40,FIR123,H,FLW COND CW HIGH ALM
31,2024-05-01 00:49:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
32,2024-05-01 00:51:10,FIR123,H,FLW COND CW HIGH ALM
33,2024-05-01 00:51:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
34,2024-05-01 00:55:10,FIR123,H,FLW COND CW HIGH ALM
35,2024-05-01 00:55:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
36,2024-05-01 00:56:50,FIR123,L,FLW COND CW LOW ALM
37,2024-05-01 00:57:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
38,2024-05-01 01:00:10,AIR003_3,H,PURGE C CONC HIGH ALM
39,2024-05-01 01:00:50,FIR123,H,FLW COND CW HIGH ALM
40,2024-05-01 01:01:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
41,2024-05-01 01:03:50,FIR123,L,FLW COND CW LOW ALM
42,2024-05-01 01:04:00,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
43,2024-05-01 01:05:00,FIR123,L,FLW COND CW LOW ALM
44,2024-05-01 01:05:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
45,2024-05-01 01:06:10,AIR001_3,H,REACT FEED C CONC HIGH ALM
46,2024-05-01 01:06:40,FIR123,H,FLW COND CW HIGH ALM
47,2024-05-01 01:06:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
48,2024-05-01 01:07:20,FIR123,H,FLW COND CW HIGH ALM
49,2024-05-01 01:07:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
50,2024-05-01 01:08:00,FIR123,H,FLW COND CW HIGH ALM
51,2024-05-01 01:08:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
52,2024-05-01 01:15:10,FIR123,H,FLW COND CW HIGH ALM
53,2024-05-01 01:15:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
54,2024-05-01 01:16:20,FIR123,L,FLW COND CW LOW ALM
55,2024-05-01 01:16:30,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
56,2024-05-01 01:18:50,FIR123,H,FLW COND CW HIGH ALM
57,2024-05-01 01:19:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
58,2024-05-01 01:20:10,FIR123,H,FLW COND CW HIGH ALM
59,2024-05-01 01:20:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
60,2024-05-01 01:20:40,FIR123,H,FLW COND CW HIGH ALM
61,2024-05-01 01:21:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
