,timestamp,tag,type,description
0,2024-05-01 00:03:10,FIR123,H,FLW COND CW HIGH ALM
1,2024-05-01 00:03:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2,2024-05-01 00:09:20,FIR123,L,FLW COND CW LOW ALM
3,2024-05-01 00:09:30,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
4,2024-05-01 00:11:10,FIR123,H,FLW COND CW HIGH ALM
5,2024-05-01 00:11:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6,2024-05-01 00:12:50,FIR123,H,FLW COND CW HIGH ALM
7,2024-05-01 00:13:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
8,2024-05-01 00:15:10,FIR123,L,FLW COND CW LOW ALM
9,2024-05-01 00:15:20,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
10,2024-05-01 00:16:00,FIR123,H,FLW COND CW HIGH ALM
11,2024-05-01 00:16:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
12,2024-05-01 00:16:20,FIR123,L,FLW COND CW LOW ALM
13,2024-05-01 00:16:30,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
14,2024-05-01 00:17:20,FIR123,H,FLW COND CW HIGH ALM
15,2024-05-01 00:17:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
16,2024-05-01 00:19:40,FIR123,H,FLW COND CW HIGH ALM
17,2024-05-01 00:20:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
18,2024-05-01 00:25:30,FIR123,H,FLW COND CW HIGH ALM
19,2024-05-01 00:25:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
20,2024-05-01 00:28:30,FIR123,L,FLW COND CW LOW ALM
21,2024-05-01 00:28:40,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
22,2024-05-01 00:30:00,FIR123,H,FLW COND CW HIGH ALM
23,2024-05-01 00:30:10,FIR123,L,FLW COND CW LOW ALM
24,2024-05-01 00:30:20,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
25,2024-05-01 00:30:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
26,2024-05-01 00:36:20,FIR123,L,FLW COND CW LOW ALM
27,2024-05-01 00:36:30,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
28,2024-05-01 00:37:00,FIR123,L,FLW COND CW LOW ALM
29,2024-05-01 00:37:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
30,2024-05-01 00:37:30,FIR123,H,FLW COND CW HIGH ALM
31,2024-05-01 00:37:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
32,2024-05-01 00:38:40,FIR123,H,FLW COND CW HIGH ALM
33,2024-05-01 00:38:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
34,2024-05-01 00:39:10,FIR123,H,FLW COND CW HIGH ALM
35,2024-05-01 00:39:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
36,2024-05-01 00:39:40,FIR123,H,FLW COND CW HIGH ALM
37,2024-05-01 00:39:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
38,2024-05-01 00:44:30,FIR123,H,FLW COND CW HIGH ALM
39,2024-05-01 00:44:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
40,2024-05-01 00:46:00,FIR123,H,FLW COND CW HIGH ALM
41,2024-05-01 00:46:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
42,2024-05-01 00:51:40,FIR123,H,FLW COND CW HIGH ALM
43,2024-05-01 00:51:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
44,2024-05-01 00:52:00,FIR123,L,FLW COND CW LOW ALM
45,2024-05-01 00:52:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
46,2024-05-01 00:53:40,FIR123,H,FLW COND CW HIGH ALM
47,2024-05-01 00:53:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
48,2024-05-01 00:56:30,FIR123,L,FLW COND CW LOW ALM
49,2024-05-01 00:56:40,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
50,2024-05-01 00:58:50,FIR123,H,FLW COND CW HIGH ALM
51,2024-05-01 00:59:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
52,2024-05-01 00:59:50,FIR123,H,FLW COND CW HIGH ALM
53,2024-05-01 01:00:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
54,2024-05-01 01:04:30,FIR123,L,FLW COND CW LOW ALM
55,2024-05-01 01:04:40,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
56,2024-05-01 01:06:00,FIR123,L,FLW COND CW LOW ALM
57,2024-05-01 01:06:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
58,2024-05-01 01:10:30,FIR123,L,FLW COND CW LOW ALM
59,2024-05-01 01:10:40,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
60,2024-05-01 01:10:50,FIR123,L,FLW COND CW LOW ALM
61,2024-05-01 01:11:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
62,2024-05-01 01:12:00,FIR123,L,FLW COND CW LOW ALM
63,2024-05-01 01:12:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
64,2024-05-01 01:13:50,FIR123,H,FLW COND CW HIGH ALM
65,2024-05-01 01:14:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
66,2024-05-01 01:22:30,FIR123,H,FLW COND CW HIGH ALM
67,2024-05-01 01:22:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
68,2024-05-01 01:24:40,FIR123,L,FLW COND CW LOW ALM
69,2024-05-01 01:24:50,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
70,2024-05-01 01:28:20,FIR123,H,FLW COND CW HIGH ALM
71,2024-05-01 01:28:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
72,2024-05-01 01:29:30,FIR123,H,FLW COND CW HIGH ALM
73,2024-05-01 01:29:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
74,2024-05-01 01:30:10,AIR003_3,H,PURGE C CONC HIGH ALM
75,2024-05-01 01:30:40,FIR123,H,FLW COND CW HIGH ALM
76,2024-05-01 01:30:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
77,2024-05-01 01:32:40,FIR123,L,FLW COND CW LOW ALM
78,2024-05-01 01:32:50,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
79,2024-05-01 01:34:30,FIR123,H,FLW COND CW HIGH ALM
80,2024-05-01 01:34:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
81,2024-05-01 01:35:30,FIR123,L,FLW COND CW LOW ALM
82,2024-05-01 01:35:40,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
83,2024-05-01 01:37:00,FIR123,L,FLW COND CW LOW ALM
84,2024-05-01 01:37:10,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
85,2024-05-01 01:37:30,FIR123,H,FLW COND CW HIGH ALM
86,2024-05-01 01:37:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
87,2024-05-01 01:37:50,FIR123,H,FLW COND CW HIGH ALM
88,2024-05-01 01:38:00,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
89,2024-05-01 01:38:20,FIR123,L,FLW COND CW LOW ALM
90,2024-05-01 01:38:30,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
91,2024-05-01 01:41:20,FIR123,H,FLW COND CW HIGH ALM
92,2024-05-01 01:41:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
93,2024-05-01 01:42:10,AIR001_3,H,REACT FEED C CONC HIGH ALM
94,2024-05-01 01:43:40,FIR123,L,FLW COND CW LOW ALM
95,2024-05-01 01:43:50,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
96,2024-05-01 01:47:10,FIR123,H,FLW COND CW HIGH ALM
97,2024-05-01 01:47:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
98,2024-05-01 01:47:30,FIR123,H,FLW COND CW HIGH ALM
99,2024-05-01 01:47:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
100,2024-05-01 01:52:10,FIR123,H,FLW COND CW HIGH ALM
101,2024-05-01 01:52:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
102,2024-05-01 01:57:00,FIR123,H,FLW COND CW HIGH ALM
103,2024-05-01 01:57:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
104,2024-05-01 01:57:40,FIR123,H,FLW COND CW HIGH ALM
105,2024-05-01 01:57:50,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
106,2024-05-01 01:58:20,FIR123,H,FLW COND CW HIGH ALM
107,2024-05-01 01:58:30,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
108,2024-05-01 02:06:10,AIR001_1,L,REACT FEED A CONC LOW ALM
109,2024-05-01 02:06:10,FIR123,H,FLW COND CW HIGH ALM
110,2024-05-01 02:06:20,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
111,2024-05-01 02:07:00,FIR123,H,FLW COND CW HIGH ALM
112,2024-05-01 02:07:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
113,2024-05-01 02:09:00,FIR123,H,FLW COND CW HIGH ALM
114,2024-05-01 02:09:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
115,2024-05-01 02:09:50,FIR123,H,FLW COND CW HIGH ALM
116,2024-05-01 02:10:10,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
