,timestamp,tag,type,description
0,2024-05-01 00:40:00,AIR103_2,H,C FEED B CONC HIGH ALM
1,2024-05-01 01:25:50,AIR003_3,H,PURGE C CONC HIGH ALM
2,2024-05-01 01:30:30,AIR001_3,H,REACT FEED C CONC HIGH ALM
3,2024-05-01 01:43:50,AIR001_1,L,REACT FEED A CONC LOW ALM
4,2024-05-01 01:54:20,AIR003_1,L,PURGE A CONC LOW ALM
5,2024-05-01 01:56:10,FIR115,H,FLW PURGE HIGH ALM
6,2024-05-01 02:24:30,AIR002_2,H,SEP UFLW E CONC HIGH ALM
7,2024-05-01 02:27:30,AIR001_6,L,REACT FEED F CONC LOW ALM
8,2024-05-01 03:05:00,AIR001_5,H,REACT FEED E CONC HIGH ALM
9,2024-05-01 03:06:50,FIR115,H NR,FLW PURGE HIGH ALM RECOVERED
10,2024-05-01 03:12:20,AIR003_6,L,PURGE F CONC LOW ALM
11,2024-05-01 03:30:30,AIR003_5,H,PURGE E CONC HIGH ALM
12,2024-05-01 03:42:30,FIR123,H,FLW COND CW HIGH ALM
13,2024-05-01 03:44:20,LIR110,L,LVL STRIP LOW ALM
14,2024-05-01 04:02:00,FIR100,H,FLW FEED A HIGH ALM
15,2024-05-01 04:09:10,AIR003_8,L,PURGE H CONC LOW ALM
16,2024-05-01 04:18:10,V160,H,VLV POS FEED A HIGH ALM
17,2024-05-01 04:55:10,FIR115,L,FLW PURGE LOW ALM
18,2024-05-01 05:17:20,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
19,2024-05-01 05:44:00,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED
20,2024-05-01 05:52:00,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED
21,2024-05-01 05:54:30,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED
22,2024-05-01 06:06:00,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED
23,2024-05-01 06:13:50,FIR115,L NR,FLW PURGE LOW ALM RECOVERED
24,2024-05-01 06:40:40,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
25,2024-05-01 06:50:40,AIR003_3,L,PURGE C CONC LOW ALM
26,2024-05-01 06:50:40,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
27,2024-05-01 07:03:00,AIR001_2,H,REACT FEED B CONC HIGH ALM
28,2024-05-01 07:04:20,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED
29,2024-05-01 07:08:50,AIR001_3,L,REACT FEED C CONC LOW ALM
30,2024-05-01 07:21:50,V160,H NR,VLV POS FEED A HIGH ALM RECOVERED
31,2024-05-01 07:51:50,FIR100,H NR,FLW FEED A HIGH ALM RECOVERED
