,timestamp,tag,type,description
0,2024-05-01 01:08:20.000000000,AIR103_2,H,C FEED B CONC HIGH ALM
1,2024-05-01 05:18:40.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
2,2024-05-01 06:18:40.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
3,2024-05-01 07:18:30.000000000,AIR003_6,L,PURGE F CONC LOW ALM
4,2024-05-01 07:19:40.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
5,2024-05-01 08:01:20.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
6,2024-05-02 20:39:30.000000000,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED
7,2024-05-02 23:38:00.000000000,AIR002_2,L,SEP UFLW E CONC LOW ALM
8,2024-05-03 01:01:50.000000000,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED
9,2024-05-03 02:04:50.000000000,AIR002_2,L,SEP UFLW E CONC LOW ALM
10,2024-05-03 02:22:20.000000000,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED
11,2024-05-03 07:45:50.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
12,2024-05-03 09:18:40.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
13,2024-05-03 10:10:40.000000000,AIR003_6,L NR,PURGE F CONC LOW ALM RECOVERED
14,2024-05-03 10:46:00.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
15,2024-05-03 18:22:20.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
16,2024-05-04 05:21:50.000000000,V160,H,VLV POS FEED A HIGH ALM
17,2024-05-04 06:06:40.000000000,AIR002_2,H,SEP UFLW E CONC HIGH ALM
18,2024-05-04 07:26:50.000000000,FIR123,H,FLW COND CW HIGH ALM
19,2024-05-04 08:04:10.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
20,2024-05-04 08:38:50.000000000,AIR003_8,L,PURGE H CONC LOW ALM
21,2024-05-04 08:43:50.000000000,AIR003_5,H,PURGE E CONC HIGH ALM
22,2024-05-04 08:51:00.000000000,AIR001_1,L,REACT FEED A CONC LOW ALM
23,2024-05-04 09:42:50.000000000,AIR003_1,L,PURGE A CONC LOW ALM
24,2024-05-04 10:35:10.000000000,AIR002_3,H,SEP UFLW F CONC HIGH ALM
25,2024-05-04 10:51:30.000000000,AIR001_4,H,REACT FEED D CONC HIGH ALM
26,2024-05-04 10:54:20.000000000,AIR003_4,H,PURGE D CONC HIGH ALM
27,2024-05-04 11:05:40.000000000,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED
28,2024-05-04 11:34:40.000000000,AIR003_4,H,PURGE D CONC HIGH ALM
29,2024-05-04 12:36:50.000000000,K100,L,COMP WORK LOW ALM
30,2024-05-04 13:08:20.000000000,FIR114,L,FLW COMP RCYCL LOW ALM
31,2024-05-04 13:14:30.000000000,AIR003_7,L,PURGE G CONC LOW ALM
32,2024-05-04 14:06:40.000000000,TIR113,L,FLW FEED A LOW ALM
33,2024-05-04 15:32:10.000000000,TIR111,L,TEMP STRIP LOW ALM
34,2024-05-04 17:35:30.000000000,FIR119,H,UFLW SEP HIGH ALM
35,2024-05-04 18:04:20.000000000,FIR104,L,FLW REACT FEED LOW ALM
36,2024-05-04 18:23:10.000000000,FIR100,H,FLW FEED A HIGH ALM
37,2024-05-04 18:25:50.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
38,2024-05-04 18:54:50.000000000,AIR003_3,L,PURGE C CONC LOW ALM
39,2024-05-04 18:59:00.000000000,FIR104,L NR,FLW REACT FEED LOW ALM RECOVERED
40,2024-05-04 19:06:20.000000000,AIR001_3,L,REACT FEED C CONC LOW ALM
41,2024-05-04 19:22:20.000000000,TIR113,L NR,FLW FEED A LOW ALM RECOVERED
42,2024-05-04 19:24:20.000000000,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED
43,2024-05-04 19:26:20.000000000,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED
44,2024-05-04 19:32:20.000000000,FIR114,L NR,FLW COMP RCYCL LOW ALM RECOVERED
45,2024-05-04 19:33:20.000000000,K100,L NR,COMP WORK LOW ALM RECOVERED
46,2024-05-04 19:35:40.000000000,TIR111,L NR,TEMP STRIP LOW ALM RECOVERED
47,2024-05-04 19:48:30.000000000,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED
48,2024-05-04 20:04:40.000000000,FIR115,H,FLW PURGE HIGH ALM
49,2024-05-04 20:12:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
50,2024-05-04 20:12:10.000000000,V167,H,VLV POS PURGE HIGH ALM
51,2024-05-04 20:12:30.000000000,AIR001_1,H,REACT FEED A CONC HIGH ALM
52,2024-05-04 20:18:30.000000000,AIR003_1,H,PURGE A CONC HIGH ALM
53,2024-05-04 20:19:10.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
54,2024-05-04 20:27:10.000000000,AIR003_7,L NR,PURGE G CONC LOW ALM RECOVERED
55,2024-05-04 20:32:30.000000000,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED
56,2024-05-04 20:40:20.000000000,FIR123,L,FLW COND CW LOW ALM
57,2024-05-04 20:49:20.000000000,AIR002_3,H NR,SEP UFLW F CONC HIGH ALM RECOVERED
58,2024-05-04 20:54:00.000000000,K100,H,COMP WORK HIGH ALM
59,2024-05-04 20:58:40.000000000,FIR119,H NR,UFLW SEP HIGH ALM RECOVERED
60,2024-05-04 21:00:30.000000000,FIR114,H,FLW COMP RCYCL HIGH ALM
61,2024-05-04 21:01:40.000000000,AIR003_8,H,PURGE H CONC HIGH ALM
62,2024-05-04 21:03:40.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
63,2024-05-04 21:07:10.000000000,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED
