,timestamp,tag,type,description
0,2024-05-01 01:10:40.000000000,AIR103_2,H,C FEED B CONC HIGH ALM
1,2024-05-01 05:01:30.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
2,2024-05-01 05:17:20.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
3,2024-05-01 05:18:10.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
4,2024-05-01 06:46:20.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
5,2024-05-01 07:00:50.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
6,2024-05-01 07:08:10.000000000,AIR003_6,L,PURGE F CONC LOW ALM
7,2024-05-01 07:25:50.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
8,2024-05-01 07:30:10.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
9,2024-05-01 08:32:40.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
10,2024-05-01 08:47:10.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
11,2024-05-01 09:00:10.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
12,2024-05-01 09:19:30.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
13,2024-05-01 09:33:20.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
14,2024-05-01 10:04:00.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
15,2024-05-01 10:32:20.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
16,2024-05-01 13:29:30.000000000,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED
17,2024-05-01 13:30:10.000000000,AIR103_2,H,C FEED B CONC HIGH ALM
18,2024-05-01 15:34:20.000000000,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED
19,2024-05-01 15:37:10.000000000,AIR103_2,H,C FEED B CONC HIGH ALM
20,2024-05-02 08:40:50.000000000,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED
21,2024-05-02 08:42:20.000000000,AIR103_2,H,C FEED B CONC HIGH ALM
22,2024-05-02 23:37:50.000000000,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED
23,2024-05-03 02:33:20.000000000,AIR002_2,L,SEP UFLW E CONC LOW ALM
24,2024-05-03 02:45:30.000000000,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED
25,2024-05-03 04:49:00.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
26,2024-05-03 05:01:40.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
27,2024-05-03 08:04:00.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
28,2024-05-03 08:32:00.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
29,2024-05-03 09:19:40.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
30,2024-05-03 09:23:50.000000000,AIR003_6,L NR,PURGE F CONC LOW ALM RECOVERED
31,2024-05-03 09:45:30.000000000,AIR003_6,L,PURGE F CONC LOW ALM
32,2024-05-03 09:48:50.000000000,AIR003_6,L NR,PURGE F CONC LOW ALM RECOVERED
33,2024-05-03 11:00:50.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
34,2024-05-03 11:15:50.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
35,2024-05-03 12:43:50.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
36,2024-05-03 12:45:00.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
37,2024-05-03 13:05:00.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
38,2024-05-03 13:06:10.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
39,2024-05-03 13:37:40.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
40,2024-05-03 13:52:40.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
41,2024-05-03 13:54:20.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
42,2024-05-03 14:04:50.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
43,2024-05-03 14:13:10.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
44,2024-05-03 14:15:30.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
45,2024-05-03 14:19:00.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
46,2024-05-04 03:25:20.000000000,V160,H,VLV POS FEED A HIGH ALM
47,2024-05-04 05:16:30.000000000,AIR002_2,H,SEP UFLW E CONC HIGH ALM
48,2024-05-04 06:12:50.000000000,FIR123,H,FLW COND CW HIGH ALM
49,2024-05-04 06:13:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
50,2024-05-04 06:30:00.000000000,FIR123,H,FLW COND CW HIGH ALM
51,2024-05-04 06:30:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
52,2024-05-04 06:35:00.000000000,FIR123,H,FLW COND CW HIGH ALM
53,2024-05-04 06:35:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
54,2024-05-04 06:35:40.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
55,2024-05-04 06:36:10.000000000,FIR123,H,FLW COND CW HIGH ALM
56,2024-05-04 06:37:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
57,2024-05-04 06:37:50.000000000,FIR123,H,FLW COND CW HIGH ALM
58,2024-05-04 06:38:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
59,2024-05-04 06:38:10.000000000,FIR123,H,FLW COND CW HIGH ALM
60,2024-05-04 06:40:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
61,2024-05-04 06:42:30.000000000,FIR123,H,FLW COND CW HIGH ALM
62,2024-05-04 06:46:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
63,2024-05-04 06:49:10.000000000,FIR123,H,FLW COND CW HIGH ALM
64,2024-05-04 06:54:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
65,2024-05-04 06:54:30.000000000,FIR123,H,FLW COND CW HIGH ALM
66,2024-05-04 06:55:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
67,2024-05-04 06:57:00.000000000,FIR123,H,FLW COND CW HIGH ALM
68,2024-05-04 06:57:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
69,2024-05-04 06:57:20.000000000,FIR123,H,FLW COND CW HIGH ALM
70,2024-05-04 07:02:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
71,2024-05-04 07:03:00.000000000,FIR123,H,FLW COND CW HIGH ALM
72,2024-05-04 07:03:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
73,2024-05-04 07:03:20.000000000,FIR123,H,FLW COND CW HIGH ALM
74,2024-05-04 07:03:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
75,2024-05-04 07:03:40.000000000,FIR123,H,FLW COND CW HIGH ALM
76,2024-05-04 07:05:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
77,2024-05-04 07:05:30.000000000,FIR123,H,FLW COND CW HIGH ALM
78,2024-05-04 07:05:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
79,2024-05-04 07:06:30.000000000,FIR123,H,FLW COND CW HIGH ALM
80,2024-05-04 07:10:40.000000000,AIR001_1,L,REACT FEED A CONC LOW ALM
81,2024-05-04 07:12:40.000000000,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED
82,2024-05-04 07:12:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
83,2024-05-04 07:13:10.000000000,FIR123,H,FLW COND CW HIGH ALM
84,2024-05-04 07:17:00.000000000,AIR003_5,H,PURGE E CONC HIGH ALM
85,2024-05-04 07:20:00.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
86,2024-05-04 07:21:50.000000000,AIR002_3,H,SEP UFLW F CONC HIGH ALM
87,2024-05-04 07:26:20.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
88,2024-05-04 07:30:40.000000000,AIR002_3,H NR,SEP UFLW F CONC HIGH ALM RECOVERED
89,2024-05-04 07:35:40.000000000,AIR003_1,L,PURGE A CONC LOW ALM
90,2024-05-04 07:36:20.000000000,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED
91,2024-05-04 07:38:10.000000000,AIR001_1,L,REACT FEED A CONC LOW ALM
92,2024-05-04 07:39:30.000000000,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED
93,2024-05-04 07:42:40.000000000,AIR003_5,H,PURGE E CONC HIGH ALM
94,2024-05-04 08:00:50.000000000,AIR003_1,L,PURGE A CONC LOW ALM
95,2024-05-04 08:14:50.000000000,AIR003_8,L,PURGE H CONC LOW ALM
96,2024-05-04 08:18:40.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
97,2024-05-04 08:34:20.000000000,AIR003_8,L,PURGE H CONC LOW ALM
98,2024-05-04 08:54:00.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
99,2024-05-04 08:54:10.000000000,AIR003_8,L,PURGE H CONC LOW ALM
100,2024-05-04 09:04:50.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
101,2024-05-04 09:06:20.000000000,AIR003_8,L,PURGE H CONC LOW ALM
102,2024-05-04 09:08:00.000000000,AIR003_4,H,PURGE D CONC HIGH ALM
103,2024-05-04 09:16:20.000000000,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED
104,2024-05-04 09:31:30.000000000,AIR001_4,H,REACT FEED D CONC HIGH ALM
105,2024-05-04 09:33:50.000000000,AIR002_3,H,SEP UFLW F CONC HIGH ALM
106,2024-05-04 09:37:30.000000000,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED
107,2024-05-04 09:46:40.000000000,AIR002_3,H NR,SEP UFLW F CONC HIGH ALM RECOVERED
108,2024-05-04 09:58:40.000000000,AIR001_4,H,REACT FEED D CONC HIGH ALM
109,2024-05-04 10:00:20.000000000,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED
110,2024-05-04 10:01:50.000000000,AIR003_4,H,PURGE D CONC HIGH ALM
111,2024-05-04 10:06:50.000000000,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED
112,2024-05-04 10:09:40.000000000,AIR002_3,H,SEP UFLW F CONC HIGH ALM
113,2024-05-04 10:12:50.000000000,AIR003_4,H,PURGE D CONC HIGH ALM
114,2024-05-04 10:23:50.000000000,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED
115,2024-05-04 10:24:30.000000000,AIR003_4,H,PURGE D CONC HIGH ALM
116,2024-05-04 10:31:40.000000000,AIR001_4,H,REACT FEED D CONC HIGH ALM
117,2024-05-04 10:38:00.000000000,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED
118,2024-05-04 10:41:20.000000000,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED
119,2024-05-04 10:48:40.000000000,AIR001_4,H,REACT FEED D CONC HIGH ALM
120,2024-05-04 10:51:10.000000000,AIR003_4,H,PURGE D CONC HIGH ALM
121,2024-05-04 10:53:40.000000000,K100,L,COMP WORK LOW ALM
122,2024-05-04 11:03:10.000000000,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED
123,2024-05-04 11:10:50.000000000,AIR003_7,L,PURGE G CONC LOW ALM
124,2024-05-04 11:12:20.000000000,AIR003_7,L NR,PURGE G CONC LOW ALM RECOVERED
125,2024-05-04 11:16:40.000000000,AIR001_4,H,REACT FEED D CONC HIGH ALM
126,2024-05-04 11:24:50.000000000,FIR114,L,FLW COMP RCYCL LOW ALM
127,2024-05-04 11:25:10.000000000,FIR114,L NR,FLW COMP RCYCL LOW ALM RECOVERED
128,2024-05-04 11:26:10.000000000,FIR114,L,FLW COMP RCYCL LOW ALM
129,2024-05-04 11:26:50.000000000,FIR114,L NR,FLW COMP RCYCL LOW ALM RECOVERED
130,2024-05-04 11:27:00.000000000,FIR114,L,FLW COMP RCYCL LOW ALM
131,2024-05-04 11:37:30.000000000,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED
132,2024-05-04 11:41:40.000000000,AIR003_7,L,PURGE G CONC LOW ALM
133,2024-05-04 11:42:40.000000000,AIR003_4,H,PURGE D CONC HIGH ALM
134,2024-05-04 11:47:30.000000000,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED
135,2024-05-04 11:48:10.000000000,AIR001_4,H,REACT FEED D CONC HIGH ALM
136,2024-05-04 12:10:30.000000000,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED
137,2024-05-04 12:12:30.000000000,TIR113,L,FLW FEED A LOW ALM
138,2024-05-04 12:12:40.000000000,AIR003_4,H,PURGE D CONC HIGH ALM
139,2024-05-04 12:13:30.000000000,TIR113,L NR,FLW FEED A LOW ALM RECOVERED
140,2024-05-04 12:14:40.000000000,TIR113,L,FLW FEED A LOW ALM
141,2024-05-04 12:17:50.000000000,TIR113,L NR,FLW FEED A LOW ALM RECOVERED
142,2024-05-04 12:20:10.000000000,TIR113,L,FLW FEED A LOW ALM
143,2024-05-04 13:34:30.000000000,TIR111,L,TEMP STRIP LOW ALM
144,2024-05-04 15:39:30.000000000,FIR119,H,UFLW SEP HIGH ALM
145,2024-05-04 15:53:10.000000000,FIR100,H,FLW FEED A HIGH ALM
146,2024-05-04 16:01:30.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
147,2024-05-04 16:26:40.000000000,AIR003_3,L,PURGE C CONC LOW ALM
148,2024-05-04 16:31:50.000000000,FIR114,L NR,FLW COMP RCYCL LOW ALM RECOVERED
149,2024-05-04 16:33:00.000000000,K100,L NR,COMP WORK LOW ALM RECOVERED
150,2024-05-04 16:34:30.000000000,AIR001_3,L,REACT FEED C CONC LOW ALM
151,2024-05-04 16:37:20.000000000,TIR113,L NR,FLW FEED A LOW ALM RECOVERED
152,2024-05-04 16:37:40.000000000,AIR001_3,L NR,REACT FEED C CONC LOW ALM RECOVERED
153,2024-05-04 16:39:10.000000000,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED
154,2024-05-04 16:42:10.000000000,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED
155,2024-05-04 16:42:40.000000000,AIR001_3,L,REACT FEED C CONC LOW ALM
156,2024-05-04 16:44:10.000000000,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED
157,2024-05-04 16:45:40.000000000,TIR111,L NR,TEMP STRIP LOW ALM RECOVERED
158,2024-05-04 16:49:50.000000000,AIR001_4,H,REACT FEED D CONC HIGH ALM
159,2024-05-04 16:55:30.000000000,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED
160,2024-05-04 16:59:20.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
161,2024-05-04 17:06:10.000000000,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED
162,2024-05-04 17:11:20.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
163,2024-05-04 17:12:10.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
164,2024-05-04 17:25:50.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
165,2024-05-04 17:31:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
166,2024-05-04 17:34:30.000000000,FIR115,H,FLW PURGE HIGH ALM
167,2024-05-04 17:36:10.000000000,AIR003_7,L NR,PURGE G CONC LOW ALM RECOVERED
168,2024-05-04 17:38:30.000000000,AIR001_1,H,REACT FEED A CONC HIGH ALM
169,2024-05-04 17:42:20.000000000,V167,H,VLV POS PURGE HIGH ALM
170,2024-05-04 17:45:10.000000000,AIR003_1,H,PURGE A CONC HIGH ALM
171,2024-05-04 17:48:50.000000000,FIR119,H NR,UFLW SEP HIGH ALM RECOVERED
172,2024-05-04 17:49:10.000000000,FIR119,H,UFLW SEP HIGH ALM
173,2024-05-04 17:49:20.000000000,FIR119,H NR,UFLW SEP HIGH ALM RECOVERED
174,2024-05-04 17:49:30.000000000,FIR119,H,UFLW SEP HIGH ALM
175,2024-05-04 17:49:40.000000000,FIR119,H NR,UFLW SEP HIGH ALM RECOVERED
176,2024-05-04 17:52:50.000000000,AIR002_3,H NR,SEP UFLW F CONC HIGH ALM RECOVERED
177,2024-05-04 18:07:40.000000000,FIR123,L,FLW COND CW LOW ALM
178,2024-05-04 18:08:00.000000000,FIR123,L NR,FLW COND CW LOW ALM RECOVERED
179,2024-05-04 18:08:10.000000000,FIR123,L,FLW COND CW LOW ALM
180,2024-05-04 18:10:50.000000000,V160,H NR,VLV POS FEED A HIGH ALM RECOVERED
181,2024-05-04 18:13:10.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
182,2024-05-04 18:14:20.000000000,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED
183,2024-05-04 18:18:30.000000000,K100,H,COMP WORK HIGH ALM
184,2024-05-04 18:20:30.000000000,AIR003_8,H,PURGE H CONC HIGH ALM
185,2024-05-04 18:25:30.000000000,FIR114,H,FLW COMP RCYCL HIGH ALM
186,2024-05-04 18:25:30.000000000,AIR003_8,H NR,PURGE H CONC HIGH ALM RECOVERED
187,2024-05-04 18:27:20.000000000,FIR100,H NR,FLW FEED A HIGH ALM RECOVERED
188,2024-05-04 18:30:20.000000000,AIR003_8,H,PURGE H CONC HIGH ALM
189,2024-05-04 18:37:10.000000000,FIR104,H,FLW REACT FEED HIGH ALM
190,2024-05-04 18:39:10.000000000,AIR001_2,L,REACT FEED B CONC LOW ALM
191,2024-05-04 18:49:50.000000000,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED
192,2024-05-04 18:54:10.000000000,AIR003_2,L,PURGE B CONC LOW ALM
193,2024-05-04 18:54:40.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
194,2024-05-04 18:56:20.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
195,2024-05-04 18:58:30.000000000,AIR001_4,L,REACT FEED D CONC LOW ALM
196,2024-05-04 19:00:30.000000000,AIR001_4,L NR,REACT FEED D CONC LOW ALM RECOVERED
197,2024-05-04 19:06:50.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
198,2024-05-04 19:13:50.000000000,AIR001_5,L,REACT FEED E CONC LOW ALM
199,2024-05-04 19:16:30.000000000,AIR002_2,L,SEP UFLW E CONC LOW ALM
200,2024-05-04 19:18:20.000000000,LIR117,L,LEVEL SEP LOW ALM
201,2024-05-04 19:19:40.000000000,TIR113,H,FLW FEED A HIGH ALM
202,2024-05-04 19:19:50.000000000,AIR003_5,L,PURGE E CONC LOW ALM
203,2024-05-04 19:20:20.000000000,TIR113,H NR,FLW FEED A HIGH ALM RECOVERED
204,2024-05-04 19:21:10.000000000,AIR001_4,L,REACT FEED D CONC LOW ALM
205,2024-05-04 19:23:00.000000000,TIR113,H,FLW FEED A HIGH ALM
206,2024-05-04 19:24:50.000000000,AIR003_7,H,PURGE G CONC HIGH ALM
207,2024-05-04 19:25:30.000000000,AIR003_6,L,PURGE F CONC LOW ALM
208,2024-05-04 19:30:20.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
209,2024-05-04 21:05:40.000000000,FIR119,L,UFLW SEP LOW ALM
210,2024-05-04 21:06:00.000000000,FIR119,L NR,UFLW SEP LOW ALM RECOVERED
211,2024-05-04 21:08:00.000000000,FIR119,L,UFLW SEP LOW ALM
212,2024-05-04 21:20:20.000000000,AIR001_3,L NR,REACT FEED C CONC LOW ALM RECOVERED
