,timestamp,tag,type,description
0,2024-05-01 00:32:40.000000000,TIR123,H,TEMP COND CWS HIGH ALM
1,2024-05-01 00:37:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2,2024-05-01 00:40:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3,2024-05-01 00:41:00.000000000,FIR123,H,FLW COND CW HIGH ALM
4,2024-05-01 00:41:30.000000000,AIR103_2,H,C FEED B CONC HIGH ALM
5,2024-05-01 00:42:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6,2024-05-01 00:44:20.000000000,FIR123,H,FLW COND CW HIGH ALM
7,2024-05-01 00:49:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
8,2024-05-01 00:50:20.000000000,FIR123,H,FLW COND CW HIGH ALM
9,2024-05-01 01:06:40.000000000,AIR003_3,H,PURGE C CONC HIGH ALM
10,2024-05-01 01:10:20.000000000,AIR001_3,H,REACT FEED C CONC HIGH ALM
11,2024-05-01 01:27:20.000000000,AIR001_1,L,REACT FEED A CONC LOW ALM
12,2024-05-01 01:34:40.000000000,AIR003_1,L,PURGE A CONC LOW ALM
13,2024-05-01 01:43:30.000000000,FIR115,H,FLW PURGE HIGH ALM
14,2024-05-01 02:02:30.000000000,AIR002_2,H,SEP UFLW E CONC HIGH ALM
15,2024-05-01 02:18:00.000000000,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED
16,2024-05-01 02:24:40.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
17,2024-05-01 02:31:20.000000000,AIR002_2,H,SEP UFLW E CONC HIGH ALM
18,2024-05-01 02:43:50.000000000,FIR115,H NR,FLW PURGE HIGH ALM RECOVERED
19,2024-05-01 03:00:20.000000000,AIR003_6,L,PURGE F CONC LOW ALM
20,2024-05-01 03:07:00.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
21,2024-05-01 03:07:50.000000000,AIR003_5,H,PURGE E CONC HIGH ALM
22,2024-05-01 03:12:30.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
23,2024-05-01 03:16:50.000000000,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED
24,2024-05-01 03:27:00.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
25,2024-05-01 03:30:30.000000000,AIR003_5,H,PURGE E CONC HIGH ALM
26,2024-05-01 03:35:00.000000000,LIR110,L,LVL STRIP LOW ALM
27,2024-05-01 03:40:00.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
28,2024-05-01 03:43:10.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
29,2024-05-01 03:45:40.000000000,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED
30,2024-05-01 03:46:20.000000000,FIR100,H,FLW FEED A HIGH ALM
31,2024-05-01 03:48:10.000000000,AIR003_5,H,PURGE E CONC HIGH ALM
32,2024-05-01 04:07:00.000000000,V160,H,VLV POS FEED A HIGH ALM
33,2024-05-01 04:19:40.000000000,AIR003_8,L,PURGE H CONC LOW ALM
34,2024-05-01 04:24:30.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
35,2024-05-01 04:33:00.000000000,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED
36,2024-05-01 04:35:00.000000000,AIR003_8,L,PURGE H CONC LOW ALM
37,2024-05-01 04:36:10.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
38,2024-05-01 04:37:00.000000000,AIR003_5,H,PURGE E CONC HIGH ALM
39,2024-05-01 04:41:10.000000000,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED
40,2024-05-01 04:41:30.000000000,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED
41,2024-05-01 04:42:30.000000000,AIR001_1,L,REACT FEED A CONC LOW ALM
42,2024-05-01 04:44:20.000000000,FIR115,L,FLW PURGE LOW ALM
43,2024-05-01 04:45:00.000000000,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED
44,2024-05-01 04:45:20.000000000,LIR110,L NR,LVL STRIP LOW ALM RECOVERED
45,2024-05-01 04:49:10.000000000,AIR003_8,L,PURGE H CONC LOW ALM
46,2024-05-01 04:50:00.000000000,AIR003_5,H,PURGE E CONC HIGH ALM
47,2024-05-01 04:54:10.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
48,2024-05-01 04:55:50.000000000,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED
49,2024-05-01 04:58:50.000000000,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED
50,2024-05-01 04:59:10.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
51,2024-05-01 05:00:20.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
52,2024-05-01 05:02:00.000000000,AIR003_5,H,PURGE E CONC HIGH ALM
53,2024-05-01 05:07:20.000000000,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED
54,2024-05-01 05:12:30.000000000,AIR003_8,L,PURGE H CONC LOW ALM
55,2024-05-01 05:18:20.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
56,2024-05-01 05:19:20.000000000,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED
57,2024-05-01 05:31:00.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
58,2024-05-01 05:36:30.000000000,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED
59,2024-05-01 05:39:10.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
60,2024-05-01 05:49:50.000000000,FIR115,L NR,FLW PURGE LOW ALM RECOVERED
61,2024-05-01 05:51:00.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
62,2024-05-01 05:55:10.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
63,2024-05-01 06:03:10.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
64,2024-05-01 06:08:40.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
65,2024-05-01 06:20:40.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
66,2024-05-01 06:20:50.000000000,AIR003_6,L NR,PURGE F CONC LOW ALM RECOVERED
67,2024-05-01 06:37:20.000000000,AIR003_3,L,PURGE C CONC LOW ALM
68,2024-05-01 06:47:00.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
69,2024-05-01 06:48:10.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
70,2024-05-01 06:54:30.000000000,AIR001_2,H,REACT FEED B CONC HIGH ALM
71,2024-05-01 06:56:00.000000000,AIR001_3,L,REACT FEED C CONC LOW ALM
72,2024-05-01 06:57:20.000000000,V160,H NR,VLV POS FEED A HIGH ALM RECOVERED
73,2024-05-01 07:15:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
74,2024-05-01 07:17:30.000000000,FIR123,H,FLW COND CW HIGH ALM
75,2024-05-01 07:19:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
76,2024-05-01 07:22:00.000000000,FIR123,H,FLW COND CW HIGH ALM
