,timestamp,tag,type,description
0,2024-05-01 01:08:20.000000000,AIR103_2,H,C FEED B CONC HIGH ALM
1,2024-05-01 01:29:30.000000000,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED
2,2024-05-01 01:30:10.000000000,AIR103_2,H,C FEED B CONC HIGH ALM
3,2024-05-01 03:22:10.000000000,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED
4,2024-05-01 03:24:30.000000000,AIR103_2,H,C FEED B CONC HIGH ALM
5,2024-05-01 05:02:40.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
6,2024-05-01 06:02:40.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
7,2024-05-01 06:17:00.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
8,2024-05-01 07:01:00.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
9,2024-05-01 07:16:30.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
10,2024-05-01 07:18:30.000000000,AIR003_6,L,PURGE F CONC LOW ALM
11,2024-05-01 07:53:40.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
12,2024-05-01 08:01:40.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
13,2024-05-01 09:24:40.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
14,2024-05-01 09:45:00.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
15,2024-05-01 10:00:40.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
16,2024-05-01 11:30:50.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
17,2024-05-01 11:46:10.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
18,2024-05-02 13:22:50.000000000,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED
19,2024-05-02 13:24:50.000000000,AIR103_2,H,C FEED B CONC HIGH ALM
20,2024-05-02 21:37:20.000000000,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED
21,2024-05-03 05:30:50.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
22,2024-05-03 05:46:00.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
23,2024-05-03 06:48:00.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
24,2024-05-03 07:12:40.000000000,AIR003_6,L NR,PURGE F CONC LOW ALM RECOVERED
25,2024-05-03 07:45:30.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
26,2024-05-03 08:01:00.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
27,2024-05-03 09:05:00.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
28,2024-05-03 09:46:10.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
29,2024-05-03 10:06:10.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
30,2024-05-03 10:17:10.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
31,2024-05-03 11:04:40.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
32,2024-05-03 11:09:20.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
33,2024-05-03 11:23:10.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
34,2024-05-03 11:24:40.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
35,2024-05-03 11:30:50.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
36,2024-05-03 12:28:50.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
37,2024-05-03 12:30:10.000000000,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED
38,2024-05-03 16:03:50.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
39,2024-05-03 16:15:40.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
40,2024-05-03 19:19:50.000000000,AIR002_3,L,SEP UFLW F CONC LOW ALM
41,2024-05-03 19:30:10.000000000,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED
42,2024-05-04 04:32:40.000000000,TIR123,H,TEMP COND CWS HIGH ALM
43,2024-05-04 04:43:50.000000000,FIR123,H,FLW COND CW HIGH ALM
44,2024-05-04 04:47:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
45,2024-05-04 04:51:00.000000000,FIR123,H,FLW COND CW HIGH ALM
46,2024-05-04 04:54:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
47,2024-05-04 04:55:50.000000000,FIR123,H,FLW COND CW HIGH ALM
48,2024-05-04 04:58:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
49,2024-05-04 04:59:50.000000000,FIR123,H,FLW COND CW HIGH ALM
50,2024-05-04 05:00:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
51,2024-05-04 05:00:30.000000000,FIR123,H,FLW COND CW HIGH ALM
52,2024-05-04 05:00:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
53,2024-05-04 05:01:00.000000000,FIR123,H,FLW COND CW HIGH ALM
54,2024-05-04 05:07:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
55,2024-05-04 05:09:10.000000000,FIR123,H,FLW COND CW HIGH ALM
56,2024-05-04 05:12:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
57,2024-05-04 05:12:10.000000000,FIR123,H,FLW COND CW HIGH ALM
58,2024-05-04 05:12:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
59,2024-05-04 05:13:10.000000000,FIR123,H,FLW COND CW HIGH ALM
60,2024-05-04 05:18:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
61,2024-05-04 05:20:20.000000000,FIR123,H,FLW COND CW HIGH ALM
62,2024-05-04 05:22:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
63,2024-05-04 05:23:00.000000000,FIR123,H,FLW COND CW HIGH ALM
64,2024-05-04 05:24:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
65,2024-05-04 05:24:10.000000000,FIR123,H,FLW COND CW HIGH ALM
66,2024-05-04 05:28:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
67,2024-05-04 05:28:50.000000000,FIR123,H,FLW COND CW HIGH ALM
68,2024-05-04 05:31:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
69,2024-05-04 05:32:30.000000000,FIR123,H,FLW COND CW HIGH ALM
70,2024-05-04 05:35:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
71,2024-05-04 05:37:00.000000000,FIR123,H,FLW COND CW HIGH ALM
72,2024-05-04 05:37:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
73,2024-05-04 05:37:30.000000000,FIR123,H,FLW COND CW HIGH ALM
74,2024-05-04 05:38:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
75,2024-05-04 05:40:10.000000000,FIR123,H,FLW COND CW HIGH ALM
76,2024-05-04 05:43:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
77,2024-05-04 05:46:50.000000000,FIR123,H,FLW COND CW HIGH ALM
78,2024-05-04 05:47:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
79,2024-05-04 05:47:30.000000000,FIR123,H,FLW COND CW HIGH ALM
80,2024-05-04 05:54:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
81,2024-05-04 05:54:30.000000000,FIR123,H,FLW COND CW HIGH ALM
82,2024-05-04 05:57:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
83,2024-05-04 06:00:00.000000000,FIR123,H,FLW COND CW HIGH ALM
84,2024-05-04 06:03:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
85,2024-05-04 06:04:20.000000000,FIR123,H,FLW COND CW HIGH ALM
86,2024-05-04 06:04:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
87,2024-05-04 06:05:10.000000000,FIR123,H,FLW COND CW HIGH ALM
88,2024-05-04 06:08:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
89,2024-05-04 06:09:30.000000000,FIR123,H,FLW COND CW HIGH ALM
90,2024-05-04 06:09:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
91,2024-05-04 06:09:50.000000000,FIR123,H,FLW COND CW HIGH ALM
92,2024-05-04 06:12:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
93,2024-05-04 06:12:30.000000000,FIR123,H,FLW COND CW HIGH ALM
94,2024-05-04 06:12:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
95,2024-05-04 06:12:50.000000000,FIR123,H,FLW COND CW HIGH ALM
96,2024-05-04 06:13:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
97,2024-05-04 06:16:20.000000000,FIR123,H,FLW COND CW HIGH ALM
98,2024-05-04 06:18:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
