,timestamp,tag,type,description
0,2024-05-01 01:34:00.000000000,AIR003_3,H,PURGE C CONC HIGH ALM
1,2024-05-01 01:37:40.000000000,AIR001_3,H,REACT FEED C CONC HIGH ALM
2,2024-05-01 02:02:30.000000000,AIR001_1,L,REACT FEED A CONC LOW ALM
3,2024-05-01 02:13:30.000000000,AIR003_1,L,PURGE A CONC LOW ALM
4,2024-05-01 03:02:10.000000000,AIR002_2,H,SEP UFLW E CONC HIGH ALM
5,2024-05-01 03:07:50.000000000,AIR001_6,L,REACT FEED F CONC LOW ALM
6,2024-05-01 03:18:40.000000000,AIR001_2,L,REACT FEED B CONC LOW ALM
7,2024-05-01 03:25:50.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
8,2024-05-01 03:30:40.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
9,2024-05-01 03:40:30.000000000,FIR123,H,FLW COND CW HIGH ALM
10,2024-05-01 03:40:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
11,2024-05-01 03:40:50.000000000,FIR123,H,FLW COND CW HIGH ALM
12,2024-05-01 03:44:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
13,2024-05-01 03:48:30.000000000,FIR123,H,FLW COND CW HIGH ALM
14,2024-05-01 03:51:00.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
15,2024-05-01 03:58:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
16,2024-05-01 03:58:40.000000000,FIR123,H,FLW COND CW HIGH ALM
17,2024-05-01 04:01:30.000000000,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED
18,2024-05-01 04:08:30.000000000,AIR001_5,H,REACT FEED E CONC HIGH ALM
19,2024-05-01 04:10:00.000000000,AIR003_8,L,PURGE H CONC LOW ALM
20,2024-05-01 04:12:30.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
21,2024-05-01 04:20:30.000000000,FIR100,H,FLW FEED A HIGH ALM
22,2024-05-01 04:23:30.000000000,AIR003_8,L,PURGE H CONC LOW ALM
23,2024-05-01 04:24:20.000000000,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED
24,2024-05-01 04:32:30.000000000,FIR115,L,FLW PURGE LOW ALM
25,2024-05-01 04:32:50.000000000,AIR003_8,L,PURGE H CONC LOW ALM
